Vernier Format 2
rest_spirom3.cmbl 10/05/20 16:24 .
Último
Tiempo	Rapidez flujo	Volumen
t	Flujo	Vol
s	L/s	L

7.61	0.364197217539	0.387881172561
7.62	0.354675732931	0.384286807809
7.63	0.335632763716	0.380835265326
7.64	0.307068309892	0.377621759958
7.65	0.307068309892	0.374551076859
7.66	0.259460886853	0.371718430875
7.67	0.240417917637	0.369219036853
7.68	0.202927071994	0.367002311904
7.69	0.126755195131	0.365353900569
7.7	0.0315403490531	0.364562422848
7.71	-0.120803404672	0.365008738126
7.72	-0.35824542708	0.367403982285
7.73	-0.662337841743	0.372506898629
7.74	-0.966430256405	0.38065073912
7.75	-1.23243673264	0.391645074065
7.76	-1.47047384783	0.405159626967
7.77	-1.58413657034	0.420432679058
7.78	-1.85073813936	0.437607052606
7.79	-1.97392234647	0.456730355036
7.8	-2.1357875848	0.477278904692
7.81	-2.16435203863	0.498779602809
7.82	-2.15483055402	0.520375515772
7.83	-2.11674461559	0.54173339162
7.84	-2.06913719255	0.562662800661
7.85	-2.05009422333	0.583258957741
7.86	-1.99296531569	0.603474255436
7.87	-1.93583640804	0.623118264054
7.88	-1.91679343882	0.642381413289
7.89	-1.85073813936	0.661219071179
7.9	-1.86978110857	0.679821667419
7.91	-1.87870750039	0.698564110464
7.92	-1.81265220093	0.717020908971
7.93	-1.86025962397	0.735385468095
7.94	-1.82217368553	0.753797634643
7.95	-1.84121665475	0.772114586344
7.96	-1.84121665475	0.790526752891
7.97	-1.87870750039	0.809126373667
7.98	-1.89775046961	0.828008663517
7.99	-1.94535789265	0.847224205328
8	-2.03105125412	0.867106251062
8.01	-1.99296531569	0.887226333911
8.02	-2.05961570794	0.907489239029
8.03	-2.09770164637	0.928275825801
8.04	-2.15483055402	0.949538486803
8.05	-2.16435203863	0.971134399766
8.06	-2.16435203863	0.992777920153
8.07	-2.19291649245	1.01456426281
8.08	-2.1262661002	1.03616017577
8.09	-2.08818016177	1.05723240708
8.1	-2.04057273873	1.07787617158
8.11	-2.00248680029	1.09809146928
8.12	-1.91679343882	1.11768787047
8.13	-1.85073813936	1.13652552837
8.14	-1.77456626249	1.15465205037
8.15	-1.67935141642	1.17192163877
8.16	-1.63174399338	1.18847711582
8.17	-1.57461508573	1.20450891121
8.18	-1.5365291473	1.22006463238
8.19	-1.47047384783	1.23509964735
8.2	-1.4323879094	1.24961395614
8.21	-1.38478048636	1.26369979812
8.22	-1.32765157871	1.27726195844
8.23	-1.28004415568	1.29030043712
8.24	-1.23243673264	1.30286284156
8.25	-1.14733846395	1.31476171754
8.26	-1.09020955631	1.32594945764
8.27	-1.05212361788	1.33666112351
8.28	-0.985473225621	1.34684910773
8.29	-0.909301348758	1.3563229806
8.3	-0.861693925719	1.36517795698
8.31	-0.767074172429	1.37332179747
8.32	-0.633773387919	1.38032603527
8.33	-0.453460273158	1.38576220357
8.34	-0.243987611786	1.389249443
8.35	-0.0255885585939	1.39059732385
8.36	0.240417917637	1.38952317705
8.37	0.526062455872	1.38569077519
8.38	0.830154870535	1.37890968855
8.39	1.05807540833	1.36946853716
8.4	1.24850510049	1.35793563462
8.41	1.37168930761	1.34483466258
8.42	1.60913133001	1.32993055939
8.43	1.79956102217	1.31288709763
8.44	1.94238329129	1.29417737606
8.45	2.05604601379	1.27418522953
8.46	2.13221789066	1.25324391001
8.47	2.22743273673	1.23144565687
8.48	2.26551867517	1.20898089982
8.49	2.29408312899	1.18618289079
8.5	2.26551867517	1.16338488177
8.51	2.26551867517	1.14072969502
8.52	2.28456164438	1.11797929342
8.53	2.24647570595	1.09532410667
8.54	2.25599719056	1.07281174219
8.55	2.25599719056	1.05025177028
8.56	2.29408312899	1.02750136869
8.57	2.29408312899	1.0045605374
8.58	2.28456164438	0.98166731353
8.59	2.31253100542	0.958681850281
8.6	2.29408312899	0.935648779609
8.61	2.33157397463	0.912520494091
8.62	2.29408312899	0.889392208573
8.63	2.28456164438	0.866498984706
8.64	2.21791125213	0.843986620223
8.65	2.20838976752	0.821855115125
8.66	2.23695422134	0.799628395181
8.67	2.27504015977	0.777068423275
8.68	2.28456164438	0.754270414255
8.69	2.28456164438	0.731424797811
8.7	2.28456164438	0.708579181367
8.71	2.26551867517	0.685828779769
8.72	2.23695422134	0.663316415287
8.73	2.21791125213	0.641042087919
8.74	2.16078234448	0.619148619936
8.75	2.13221789066	0.597683618761
8.76	2.11317492144	0.5764566547
8.77	2.12269640605	0.555277298063
8.78	2.05604601379	0.534383585963
8.79	2.09413195222	0.513632696133
8.8	2.0655674984	0.49283419888
8.81	2.01796007536	0.472416561011
8.82	1.97987413693	0.45242738995
8.83	1.93286180668	0.432863710232
8.84	1.89477586825	0.413725521857
8.85	1.81860399139	0.395158622559
8.86	1.80908250678	0.377020190068
8.87	1.73291062991	0.359310224385
8.88	1.62817429923	0.342504799739
8.89	1.53355454594	0.326696155513
8.9	1.40977524604	0.311979506553
8.91	1.29551743074	0.298453043169
8.92	1.21041916206	0.285923360205
8.93	1.06759689294	0.27453327993
8.94	0.934296108433	0.264523814924
8.95	0.773025962888	0.255987204567
8.96	0.582596270731	0.249209093399
8.97	0.354675732931	0.244522733381
8.98	0.117233710524	0.242163186163
8.99	-0.215423157963	0.242654133401
9	-0.595687449488	0.246709686438
9.01	-0.985473225621	0.254615489813
9.02	-1.28956564028	0.265990684143
9.03	-1.51808127087	0.280028918699
9.04	-1.63174399338	0.29577804502
9.05	-1.89775046961	0.313425517335
9.06	-2.00248680029	0.332926703684
9.07	-2.16435203863	0.353760897879
9.08	-2.28753624574	0.376020339301
9.09	-2.38275109182	0.399371775989
9.1	-2.43035851486	0.423437324022
9.11	-2.49700890711	0.448074161132
9.12	-2.52557336094	0.473187072472
9.13	-2.60115014501	0.498820690002
